
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000789                       # Number of seconds simulated (Second)
simTicks                                    789222000                       # Number of ticks simulated (Tick)
finalTick                                   789222000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     45.22                       # Real time elapsed on the host (Second)
hostTickRate                                 17450955                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    4352472                       # Number of bytes of host memory used (Byte)
simInsts                                       407957                       # Number of instructions simulated (Count)
simOps                                         407957                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                     9020                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                       9020                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                           789223                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.934574                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.516910                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                          442632                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       26                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                         439579                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     76                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                34700                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             20977                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                   3                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples              755693                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.581690                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.279434                       # Number of insts issued each cycle (Count)
system.cpu.thread_0.numOps                   10773496                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                     0                       # Number of system calls (Count)
system.l2bus.transDist::ReadResp                93138                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty          12406                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict             115629                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq                 981                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp                981                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq           93137                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port          143                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port       282198                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                   282341                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port         3392                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port      6305024                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                   6308416                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                             33931                       # Total snoops (Count)
system.l2bus.snoopTraffic                      509184                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples              128049                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean               0.001773                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev              0.042067                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                    127822     99.82%     99.82% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                       227      0.18%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 1                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total                128049                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED   8512220000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy            197122000                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy              159000                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy           282198000                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests          188222                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests        94104                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops               227                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops          227                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.data             60206                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total                60206                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.data            60206                       # number of overall hits (Count)
system.l2cache.overallHits::total               60206                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst              52                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data           33860                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total              33912                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst             52                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data          33860                       # number of overall misses (Count)
system.l2cache.overallMisses::total             33912                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst      5084000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data   3364185000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::total    3369269000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.inst      5084000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.data   3364185000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::total   3369269000                       # number of overall miss ticks (Tick)
system.l2cache.demandAccesses::cpu.inst            52                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::cpu.data         94066                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::total            94118                       # number of demand (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.inst           52                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.data        94066                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::total           94118                       # number of overall (read+write) accesses (Count)
system.l2cache.demandMissRate::cpu.inst             1                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::cpu.data      0.359960                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::total         0.360314                       # miss rate for demand accesses (Ratio)
system.l2cache.overallMissRate::cpu.inst            1                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::cpu.data     0.359960                       # miss rate for overall accesses (Ratio)
